Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
5437352,SA_0000001400,COUNTRY,BIH,EUR,Europe,YEAR,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHBIH,0.6,0.62465,,,2024-08-12T15:16:09Z,2005,1/1/2005,12/31/2005
5437559,SA_0000001400,COUNTRY,ARM,EUR,Europe,YEAR,2016,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHARM,0.3,0.30073,,,2024-08-12T15:16:09Z,2016,1/1/2016,12/31/2016
5438140,SA_0000001400,COUNTRY,POL,EUR,Europe,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHPOL,8.1,8.05278,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
5438156,SA_0000001400,COUNTRY,MMR,SEAR,South-East Asia,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHMMR,0,0,,,2018-05-11T09:04:59Z,1993,1/1/1993,12/31/1993
5438269,SA_0000001400,COUNTRY,BLR,EUR,Europe,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHBLR,7.87,7.87,,,2018-05-11T09:19:01Z,1993,1/1/1993,12/31/1993
5438646,SA_0000001400,COUNTRY,BRN,WPR,Western Pacific,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHBRN,0.13,0.13,,,2018-05-11T09:13:12Z,1980,1/1/1980,12/31/1980
5438791,SA_0000001400,COUNTRY,DEU,EUR,Europe,YEAR,2006,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHDEU,6.4,6.39761,,,2024-08-12T15:16:09Z,2006,1/1/2006,12/31/2006
5439090,SA_0000001400,COUNTRY,ROU,EUR,Europe,YEAR,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHROU,3.2,3.21452,,,2024-08-12T15:16:09Z,2005,1/1/2005,12/31/2005
5439173,SA_0000001400,COUNTRY,PHL,WPR,Western Pacific,YEAR,1991,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHPHL,3.1,3.1,,,2018-05-11T09:06:15Z,1991,1/1/1991,12/31/1991
5439316,SA_0000001400,COUNTRY,SVK,EUR,Europe,YEAR,1982,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHSVK,0,0,,,2018-05-11T09:14:31Z,1982,1/1/1982,12/31/1982
5439410,SA_0000001400,COUNTRY,MRT,AFR,Africa,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHMRT,0.01,0.01,,,2018-05-11T09:16:51Z,1996,1/1/1996,12/31/1996
5439502,SA_0000001400,COUNTRY,GAB,AFR,Africa,YEAR,1988,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGAB,12.28,12.28,,,2018-05-11T09:23:05Z,1988,1/1/1988,12/31/1988
5439594,SA_0000001400,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,1979,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHEGY,0.22,0.22,,,2018-05-11T09:03:42Z,1979,1/1/1979,12/31/1979
5439715,SA_0000001400,COUNTRY,POL,EUR,Europe,YEAR,1991,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHPOL,1.25,1.25,,,2018-05-11T09:07:19Z,1991,1/1/1991,12/31/1991
5440179,SA_0000001400,COUNTRY,CUB,AMR,Americas,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCUB,0.01,0.01,,,2018-05-11T09:09:53Z,1993,1/1/1993,12/31/1993
5440709,SA_0000001400,COUNTRY,TZA,AFR,Africa,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHTZA,7.62,7.62,,,2018-05-11T09:22:55Z,1980,1/1/1980,12/31/1980
5441269,SA_0000001400,COUNTRY,URY,AMR,Americas,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHURY,0,0,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
5441645,SA_0000001400,COUNTRY,OMN,EMR,Eastern Mediterranean,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHOMN,0.3,0.30584,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
5441760,SA_0000001400,COUNTRY,SEN,AFR,Africa,YEAR,1977,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSEN,0.99,0.99,,,2018-05-11T09:20:15Z,1977,1/1/1977,12/31/1977
5441814,SA_0000001400,COUNTRY,BLR,EUR,Europe,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBLR,3.4,3.42841,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
5442028,SA_0000001400,COUNTRY,MDG,AFR,Africa,YEAR,1969,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHMDG,0.58,0.58,,,2018-05-11T09:14:21Z,1969,1/1/1969,12/31/1969
5442117,SA_0000001400,COUNTRY,SWZ,AFR,Africa,YEAR,1965,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSWZ,0,0,,,2018-05-11T09:18:27Z,1965,1/1/1965,12/31/1965
5442311,SA_0000001400,COUNTRY,PNG,WPR,Western Pacific,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHPNG,0.3,0.27145,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
5442650,SA_0000001400,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2006,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBTN,0.4,0.39621,,,2024-08-12T15:16:09Z,2006,1/1/2006,12/31/2006
5442860,SA_0000001400,COUNTRY,COL,AMR,Americas,YEAR,2015,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHCOL,3.1,3.14799,,,2024-08-12T15:16:09Z,2015,1/1/2015,12/31/2015
5443075,SA_0000001400,COUNTRY,JAM,AMR,Americas,YEAR,1995,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHJAM,0.07,0.07,,,2018-05-11T09:05:25Z,1995,1/1/1995,12/31/1995
5443108,SA_0000001400,COUNTRY,FIN,EUR,Europe,YEAR,1967,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHFIN,3.63,3.63,,,2018-05-11T09:19:32Z,1967,1/1/1967,12/31/1967
5443208,SA_0000001400,COUNTRY,CZE,EUR,Europe,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHCZE,0,0,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
5443369,SA_0000001400,COUNTRY,UGA,AFR,Africa,YEAR,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHUGA,0.8,0.80156,,,2024-08-12T15:16:09Z,2011,1/1/2011,12/31/2011
5443587,SA_0000001400,COUNTRY,SLB,WPR,Western Pacific,YEAR,1985,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSLB,1.13,1.13,,,2018-05-11T09:22:56Z,1985,1/1/1985,12/31/1985
5443683,SA_0000001400,COUNTRY,MOZ,AFR,Africa,YEAR,1988,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMOZ,0.09,0.09,,,2018-05-11T09:15:37Z,1988,1/1/1988,12/31/1988
5443750,SA_0000001400,COUNTRY,BEN,AFR,Africa,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBEN,1.1,1.13922,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
5443886,SA_0000001400,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,1972,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHIRQ,0.34,0.34,,,2018-05-11T09:15:01Z,1972,1/1/1972,12/31/1972
5444342,SA_0000001400,COUNTRY,CAF,AFR,Africa,YEAR,1977,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHCAF,1.14,1.14,,,2018-05-11T09:02:34Z,1977,1/1/1977,12/31/1977
5444740,SA_0000001400,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,2003,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSYR,0,0.00496,,,2024-08-12T15:16:09Z,2003,1/1/2003,12/31/2003
5444804,SA_0000001400,COUNTRY,BGD,SEAR,South-East Asia,YEAR,1982,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBGD,0,0,,,2018-05-11T09:07:36Z,1982,1/1/1982,12/31/1982
5444992,SA_0000001400,COUNTRY,BLZ,AMR,Americas,YEAR,1984,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBLZ,0.02,0.02,,,2018-05-11T09:22:20Z,1984,1/1/1984,12/31/1984
5445121,SA_0000001400,COUNTRY,SLE,AFR,Africa,YEAR,2012,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHSLE,0,0.00624,,,2024-08-12T15:16:09Z,2012,1/1/2012,12/31/2012
5445188,SA_0000001400,COUNTRY,ETH,AFR,Africa,YEAR,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHETH,0.6,0.58553,,,2024-08-12T15:16:09Z,2000,1/1/2000,12/31/2000
5445271,SA_0000001400,COUNTRY,SWZ,AFR,Africa,YEAR,1989,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSWZ,6.68,6.68,,,2018-05-11T09:18:35Z,1989,1/1/1989,12/31/1989
5445763,SA_0000001400,COUNTRY,CMR,AFR,Africa,YEAR,1989,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCMR,0.13,0.13,,,2018-05-11T09:20:59Z,1989,1/1/1989,12/31/1989
5445766,SA_0000001400,COUNTRY,BRA,AMR,Americas,YEAR,1983,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBRA,3.62,3.62,,,2018-05-11T09:18:14Z,1983,1/1/1983,12/31/1983
5445780,SA_0000001400,COUNTRY,JPN,WPR,Western Pacific,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHJPN,3.6,3.61026,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
5445835,SA_0000001400,COUNTRY,SWE,EUR,Europe,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHSWE,0.1,0.11,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
5446372,SA_0000001400,COUNTRY,AUS,WPR,Western Pacific,YEAR,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHAUS,4.3,4.32,,,2024-08-12T15:16:09Z,2011,1/1/2011,12/31/2011
5446401,SA_0000001400,COUNTRY,AUS,WPR,Western Pacific,YEAR,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHAUS,1.3,1.3,,,2024-08-12T15:16:09Z,2011,1/1/2011,12/31/2011
5446555,SA_0000001400,COUNTRY,KEN,AFR,Africa,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHKEN,3.36,3.36,,,2018-05-11T09:06:11Z,1961,1/1/1961,12/31/1961
5447643,SA_0000001400,COUNTRY,ZWE,AFR,Africa,YEAR,2012,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHZWE,0.1,0.05729,,,2024-08-12T15:16:09Z,2012,1/1/2012,12/31/2012
5448064,SA_0000001400,COUNTRY,CMR,AFR,Africa,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHCMR,4.6,4.63024,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
5448090,SA_0000001400,COUNTRY,IDN,SEAR,South-East Asia,YEAR,1972,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHIDN,0.07,0.07,,,2018-05-11T09:06:08Z,1972,1/1/1972,12/31/1972
5448152,SA_0000001400,COUNTRY,BRA,AMR,Americas,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHBRA,2.18,2.18,,,2018-05-11T09:04:03Z,1996,1/1/1996,12/31/1996
5448268,SA_0000001400,COUNTRY,MNG,WPR,Western Pacific,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHMNG,0,0,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
5448331,SA_0000001400,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHKWT,0,0,,,2018-05-11T09:23:11Z,1994,1/1/1994,12/31/1994
5448487,SA_0000001400,COUNTRY,COM,AFR,Africa,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHCOM,0.1,0.07564,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
5448507,SA_0000001400,COUNTRY,LTU,EUR,Europe,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHLTU,3.88,3.88,,,2018-05-11T09:03:51Z,1993,1/1/1993,12/31/1993
5448712,SA_0000001400,COUNTRY,KNA,AMR,Americas,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHKNA,4.2,4.16846,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
5448849,SA_0000001400,COUNTRY,MWI,AFR,Africa,YEAR,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMWI,0.1,0.08235,,,2024-08-12T15:16:09Z,2017,1/1/2017,12/31/2017
5449049,SA_0000001400,COUNTRY,TUR,EUR,Europe,YEAR,1966,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHTUR,0.1,0.1,,,2018-05-11T09:02:25Z,1966,1/1/1966,12/31/1966
5449055,SA_0000001400,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2019,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBGD,0,4.60E-04,,,2024-08-12T15:16:09Z,2019,1/1/2019,12/31/2019
5449357,SA_0000001400,COUNTRY,ECU,AMR,Americas,YEAR,1967,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHECU,0.78,0.78,,,2018-05-11T09:15:23Z,1967,1/1/1967,12/31/1967
5449452,SA_0000001400,COUNTRY,AUS,WPR,Western Pacific,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHAUS,1.1,1.08,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
5449530,SA_0000001400,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,1983,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHBHR,4.74,4.74,,,2018-05-11T09:17:26Z,1983,1/1/1983,12/31/1983
5449552,SA_0000001400,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHSYR,0.93,0.93,,,2018-05-11T09:21:06Z,1980,1/1/1980,12/31/1980
5449659,SA_0000001400,COUNTRY,BLZ,AMR,Americas,YEAR,1977,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHBLZ,4.71,4.71,,,2018-05-11T09:06:19Z,1977,1/1/1977,12/31/1977
5449720,SA_0000001400,COUNTRY,IRL,EUR,Europe,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHIRL,10.2,10.17451,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
5450346,SA_0000001400,COUNTRY,MLI,AFR,Africa,YEAR,2010,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHMLI,2.8,2.75004,,,2024-08-12T15:16:09Z,2010,1/1/2010,12/31/2010
5450462,SA_0000001400,COUNTRY,BGR,EUR,Europe,YEAR,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBGR,0,0.04603,,,2024-08-12T15:16:09Z,2008,1/1/2008,12/31/2008
5450742,SA_0000001400,COUNTRY,KAZ,EUR,Europe,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHKAZ,0.2,0.17076,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
5451007,SA_0000001400,COUNTRY,WSM,WPR,Western Pacific,YEAR,1981,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHWSM,0.02,0.02,,,2018-05-11T09:06:28Z,1981,1/1/1981,12/31/1981
5451108,SA_0000001400,COUNTRY,NGA,AFR,Africa,YEAR,1991,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHNGA,0.71,0.71,,,2018-05-11T09:04:15Z,1991,1/1/1991,12/31/1991
5451331,SA_0000001400,COUNTRY,SGP,WPR,Western Pacific,YEAR,2010,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHSGP,0,0.02942,,,2024-08-12T15:16:09Z,2010,1/1/2010,12/31/2010
5451629,SA_0000001400,COUNTRY,ATG,AMR,Americas,YEAR,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHATG,6.7,6.72166,,,2024-08-12T15:16:09Z,2000,1/1/2000,12/31/2000
5451858,SA_0000001400,COUNTRY,ZMB,AFR,Africa,YEAR,1966,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHZMB,8.86,8.86,,,2018-05-11T09:19:33Z,1966,1/1/1966,12/31/1966
5452218,SA_0000001400,COUNTRY,ZAF,AFR,Africa,YEAR,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHZAF,0.7,0.70155,,,2024-08-12T15:16:09Z,2017,1/1/2017,12/31/2017
5452316,SA_0000001400,COUNTRY,MMR,SEAR,South-East Asia,YEAR,1999,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHMMR,0,0,,,2018-05-11T09:05:32Z,1999,1/1/1999,12/31/1999
5452517,SA_0000001400,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHTLS,0,0.00318,,,2024-08-12T15:16:09Z,2017,1/1/2017,12/31/2017
5452771,SA_0000001400,COUNTRY,PAN,AMR,Americas,YEAR,1972,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHPAN,0,0,,,2018-05-11T09:16:09Z,1972,1/1/1972,12/31/1972
5452929,SA_0000001400,COUNTRY,SOM,EMR,Eastern Mediterranean,YEAR,1978,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHSOM,0,0,,,2018-05-11T09:02:35Z,1978,1/1/1978,12/31/1978
5453368,SA_0000001400,COUNTRY,USA,AMR,Americas,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHUSA,0,0,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
5453412,SA_0000001400,COUNTRY,GAB,AFR,Africa,YEAR,1961,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHGAB,1.75,1.75,,,2018-05-11T09:10:27Z,1961,1/1/1961,12/31/1961
5453551,SA_0000001400,COUNTRY,KNA,AMR,Americas,YEAR,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHKNA,3.8,3.76748,,,2024-08-12T15:16:09Z,2008,1/1/2008,12/31/2008
5453742,SA_0000001400,COUNTRY,GTM,AMR,Americas,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGTM,2.49,2.49,,,2018-05-11T09:15:47Z,1980,1/1/1980,12/31/1980
5453876,SA_0000001400,COUNTRY,TJK,EUR,Europe,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHTJK,0,0.00371,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
5453879,SA_0000001400,COUNTRY,CAF,AFR,Africa,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHCAF,0.02,0.02,,,2018-05-11T09:22:06Z,1993,1/1/1993,12/31/1993
5453921,SA_0000001400,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHDJI,0.69,0.69,,,2018-05-11T09:03:28Z,1993,1/1/1993,12/31/1993
5454053,SA_0000001400,COUNTRY,ISR,EUR,Europe,YEAR,1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHISR,1.07,1.07,,,2018-05-11T09:12:33Z,1963,1/1/1963,12/31/1963
5454124,SA_0000001400,COUNTRY,URY,AMR,Americas,YEAR,1990,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHURY,0.63,0.63,,,2018-05-11T09:05:52Z,1990,1/1/1990,12/31/1990
5454330,SA_0000001400,COUNTRY,COK,WPR,Western Pacific,YEAR,1995,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHCOK,1.55,1.55,,,2018-05-11T09:20:57Z,1995,1/1/1995,12/31/1995
5454341,SA_0000001400,COUNTRY,SLE,AFR,Africa,YEAR,1987,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHSLE,0.13,0.13,,,2018-05-11T09:22:00Z,1987,1/1/1987,12/31/1987
5454659,SA_0000001400,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHQAT,1,1.02175,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
5454807,SA_0000001400,COUNTRY,TUN,EMR,Eastern Mediterranean,YEAR,1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHTUN,0.12,0.12,,,2018-05-11T09:06:15Z,1963,1/1/1963,12/31/1963
5454953,SA_0000001400,COUNTRY,BHS,AMR,Americas,YEAR,1982,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBHS,4.5,4.5,,,2018-05-11T09:12:12Z,1982,1/1/1982,12/31/1982
5455006,SA_0000001400,COUNTRY,COD,AFR,Africa,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHCOD,1.9,1.8629,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
5455239,SA_0000001400,COUNTRY,GHA,AFR,Africa,YEAR,2016,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHGHA,0.8,0.77952,,,2024-08-12T15:16:09Z,2016,1/1/2016,12/31/2016
5455354,SA_0000001400,COUNTRY,IND,SEAR,South-East Asia,YEAR,2016,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHIND,0,1.90E-04,,,2024-08-12T15:16:09Z,2016,1/1/2016,12/31/2016
5455690,SA_0000001400,COUNTRY,CIV,AFR,Africa,YEAR,1976,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHCIV,0.25,0.25,,,2018-05-11T09:04:47Z,1976,1/1/1976,12/31/1976
5456350,SA_0000001400,COUNTRY,NZL,WPR,Western Pacific,YEAR,1982,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHNZL,1.91,1.91,,,2018-05-11T09:21:36Z,1982,1/1/1982,12/31/1982
5456859,SA_0000001400,COUNTRY,PNG,WPR,Western Pacific,YEAR,1979,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHPNG,0.05,0.05,,,2018-05-11T09:02:56Z,1979,1/1/1979,12/31/1979
