IndicatorCode,IndicatorName,Language
RSUD_41,Specialized treatment services for drug use disoders and HIV/AIDS,EN
RSUD_410,Reported treatment coverage for substance dependence,EN
RSUD_590,Prevention programmes for specific populations for alcohol,EN
RSUD_62,Supervision requirements for buprenorphine administration,EN
RSUD_630,Programmes readily available,EN
RSUD_64,Prescription requirements for methadone,EN
RSUD_490,Registration of medications for opioid dependence,EN
RSUD_5,"Age-standardized DALYs, alcohol and drug use disorders, per 100 000",EN
SA_0000001536,On-premise sales restrictions to intoxicated persons,EN
SA_0000001541_ARCHIVED,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),EN
SA_0000001542_ARCHIVED,Government monopoly on production,EN
SA_0000001543,Government monopoly on retail sales,EN
SA_0000001544_ARCHIVED,Licence required for production,EN
SA_0000001547_ARCHIVED,Excise duty (average) per hectolitre in Euros,EN
RSUD_53,Methadone formulation used for the treatment of opiod dependence,EN
RSUD_530,Screening and brief intervention for substance use in primary health care,EN
SA_0000001542,Government monopoly on production,EN
RSUD_430,Pharmacotherapy with methadone,EN
RSUD_560,Recommendations for screening and brief interventions for substance use in antenatal services,EN
RSUD_580,Prevention programmes for alcohol,EN
RSUD_59,Buprenorphine provision in clinical and community-based settings,EN
RSUD_63,Supervision requirements for buprenorphine/naloxone administration,EN
RSUD_460,Access restrictions to maintenance treatment,EN
RSUD_480,Registration of medications for alcohol dependence and withdrawal,EN
RSUD_58,Methadone provision in clinical and community-based settings,EN
RSUD_600,Prevention programmes for drugs,EN
RSUD_65,Prescription requirements for buprenorphine,EN
RSUD_660,Treatment programmes for women with alcohol use disorders,EN
RSUD_680,Special housing services for alcohol use disorders,EN
RSUD_70,Pharmacotherapy used for the management of cannabis withdrawal,EN
TOBACCO_0000000362,Smoking cessation support is available in hospitals,EN
SA_0000001550_ARCHIVED,Excise tax on alcoholic beverages,EN
SA_0000001553,Restrictions on alcohol use in public places,EN
SA_0000001555_ARCHIVED,Health warning labels on alcohol containers,EN
SA_0000001647_ARCHIVED,Awareness activities,EN
SA_0000001648,"Information, education, prevention",EN
RSUD_640,Standards of treatment and care for public specialized treatment facilities,EN
RSUD_650,Special treatment programmes for gambling disorder,EN
RSUD_670,Treatment programmes for women with drug use disorders,EN
RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,EN
SA_0000001544,Licence required for production,EN
SA_0000001546,Excise tax as a per cent of the retail price of alcoholic beverages,EN
SA_0000001547,Excise duty (average) per hectolitre in Euros,EN
SA_0000001548_ARCHIVED,Excise tax as a per cent of the total retail price for 1 litre of pure alcohol,EN
SA_0000001551_ARCHIVED,Value-added tax (VAT) on alcohol (%),EN
SA_0000001554,Health warning labels on alcohol advertising,EN
SA_0000001554_ARCHIVED,Health warning labels on alcohol advertising,EN
SA_0000001555,Health warning labels on alcohol containers,EN
SA_0000001650,"Standard drink measures, in grams per unit",EN
SA_0000001651,Monitoring,EN
SA_0000001678,Sales of beer in 1000s hectolitres,EN
SA_0000001759_ARCHIVED,"15-19 years old, current drinkers (%)",EN
SA_0000001760_ARCHIVED,15-19 years old total alcohol consumption in litres of pure alcohol,EN
SA_0000001761_ARCHIVED,National guidelines for the prevention and reduction of alcohol-related harm in schools,EN
SA_0000001763_ARCHIVED,Workplace representatives nationally involved to prevent and address alcohol-related harm,EN
SA_0000001767_ARCHIVED,Legislation on alcohol testing at workplaces,EN
SA_0000001769,National systems for monitoring alcohol consumption and harms,EN
SA_0000001769_ARCHIVED,National systems for monitoring alcohol consumption and harms,EN
SA_0000001771_ARCHIVED,Comprehensive and regular reporting of alcohol situation,EN
SA_0000001779,Level of enforcement of BAC limits,EN
SA_0000001509,Advertising restrictions on national radio,EN
SA_0000001511,Advertising restrictions in print media,EN
SA_0000001512,Advertising restrictions at cinemas,EN
SA_0000001513_ARCHIVED,Advertising restrictions on billboards,EN
SA_0000001516,Restrictions on product placement on national television,EN
SA_0000001523,"Prices for alcoholic beverages (average, US$)",EN
SA_0000001525_ARCHIVED,Off-premise sales restrictions on days,EN
SA_0000001530,Off-premise sales restrictions at petrol stations,EN
RSUD_17,Legislative provision for compulsory treatment,EN
RSUD_2,"Point prevalence (%), drug use disorders, 15+ years",EN
RSUD_230,Compulsory treatment for people with alcohol use disorders in the criminal justice system,EN
SA_0000001682,Perceived trend in sales,EN
SA_0000001765_ARCHIVED,Legal obligation for schools to include alcohol use prevention,EN
SA_0000001766,Legal obligation for schools to interact with parents regarding education and well-being,EN
SA_0000001766_ARCHIVED,Legal obligation for schools to interact with parents regarding education and well-being,EN
SA_0000001770_ARCHIVED,Regular reports from national monitoring systems,EN
SA_0000001774_ARCHIVED,National surveys on youth alcohol consumption,EN
SA_0000001775_ARCHIVED,National surveys on heavy espisodic drinking,EN
SA_0000001776,Data collection on Foetal Alcohol Syndome,EN
SA_0000001776_ARCHIVED,Data collection on Foetal Alcohol Syndome,EN
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",EN
SA_0000001692_ARCHIVED,Framework of national alcohol policy,EN
RSUD_260,Five-year change in government resources for treatment of substance use disorders,EN
RSUD_27,"Government benefits for alcohol use disorders, subsidy or disability pension",EN
RSUD_280,Financing methods for treatment for drug use disorders,EN
RSUD_30,Sector for inpatient treatment of alcohol dependence,EN
RSUD_300,Government benefits for people with alcohol use disorders,EN
RSUD_31,Sector for outpatient treatment of alcohol dependence,EN
RSUD_320,Main sector for treatment for alcohol use disorders,EN
RSUD_340,Treatment programmes for children and adolescents with alcohol use disorders,EN
RSUD_350,Treatment programmes for children and adolescents with drug use disorders,EN
RSUD_43,Open access services for substance use disorders,EN
SA_0000001549,Duty paid or excise stamp on alcohol container,EN
SA_0000001550,Excise tax on alcoholic beverages,EN
SA_0000001553_ARCHIVED,Restrictions on alcohol use in public places,EN
SA_0000001650_ARCHIVED,"Standard drink measures, in grams per unit",EN
SA_0000001652,"Interventions, projects, training",EN
SA_0000001538_ARCHIVED,Restrictions on sponsorship of youth events,EN
SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",EN
SA_0000001540_ARCHIVED,Restrictions on sales promotion from retailers (sales below cost),EN
SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),EN
SA_0000001543_ARCHIVED,Government monopoly on retail sales,EN
SA_0000001545,Licence required for retail sales,EN
SA_0000001546_ARCHIVED,Excise tax as a per cent of the retail price of alcoholic beverages,EN
RSUD_44,"Treatment slots for alcohol and drug use disorders, outpatient, per 10 000",EN
RSUD_45,"Beds for the treatment of substance use disorders, per 100 000",EN
RSUD_47,"Length of stay for inpatient short-term treatment, days",EN
RSUD_470,Timeframe for maintenance treatment of opioid dependence,EN
SA_0000001653,"Treatment, services",EN
SA_0000001655,Counselling,EN
SA_0000001677,Imports in 1000s hectolitres,EN
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,EN
SA_0000001683,Perceived trend in exports,EN
SA_0000001686,Exports of wine (grape) in 1000s hectolitres,EN
SA_0000001687,Exports of spirits in 1000s hectolitres,EN
SA_0000001695,"Cautions and arrests for public drunkenness, per 100,000 population",EN
SA_0000001699,Age limits off-premise sales,EN
SA_0000001704,Data collection on alcohol-related health indicators,EN
TOBACCO_0000000370,Bupropion - place available,EN
TOBACCO_0000000386,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,EN
TOBACCO_0000000387,Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging,EN
TOBACCO_0000000388,Specific health warnings are mandated for other smoked tobacco packaging,EN
TOBACCO_0000000394,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",EN
TOBACCO_0000000507,Repeating interval for survey of youth (years),EN
TOTENV_10,Total environment  attributable DALYs per 100'000 children under 5 years,EN
TOTENV_12,DALYs attributable to the environment in children under 5 years (%),EN
TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),EN
TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,EN
SA_0000001782_ARCHIVED,"15-years old first drink at 13 years or younger, (%)",EN
SA_0000001783,"15-years old any alcoholic beverage consumed in past 30 days, (%)",EN
SA_0000001783_ARCHIVED,"15-years old any alcoholic beverage consumed in past 30 days, (%)",EN
SA_0000001787,"13-15-years old first drink before age 14, (%)",EN
SA_0000001788,"Alcohol-related road traffic crashes with fatalities, per 100,000  population",EN
SA_0000001788_ARCHIVED,"Alcohol-related road traffic crashes with fatalities, per 100,000  population",EN
SA_0000001789_ARCHIVED,Alcohol-related crimes (% of all crimes),EN
SA_0000001792,National legislation to prevent illegal alcohol sales,EN
SA_0000001796,Licensing required for wholesale/distribution of alcoholic beverages,EN
SA_0000001798,"Licenses issued for retail sale, change since 2010",EN
SA_0000001801,Monopoly on imports of alcoholic beverages,EN
SA_0000001803,Health warning labels on pregnancy,EN
TOTENV_7,Total environment attributable deaths ('000) in children under 5 years,EN
TOTENV_90,Total environment attributable DALYs  in children under 5 years,EN
UHC_DATA_AVAIL_CODE,Data availability for UHC index of essential service coverage (ranking),EN
UHC_HRHSURGEONDENSITY,Surgeons (per 100 000),EN
UHC_NCD_FPG,Mean fasting plasma glucose,EN
UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,EN
UHC_SCI_RMNCH,"UHC Service Coverage sub-index on reproductive, maternal, newborn and child health",EN
SA_0000001654,"Surveys, research",EN
SA_0000001676,Production in 1000s hectolitres,EN
SA_0000001684,Sales of wine in 1000s hectolitres,EN
SA_0000001685,Sales of spirits in 1000s hectolitres,EN
SA_0000001688_ARCHIVED,Total (recorded+unrecorded) alcohol per capita (15+) consumption,EN
SA_0000001689,"Age-standardized DALYs, cerebrovascular disease, per 100,000",EN
SA_0000001691_ARCHIVED,Central coordinating entity for alcohol policy implementation,EN
SA_0000001692,Framework of national alcohol policy,EN
SA_0000001693_ARCHIVED,Level of adoption of national alcohol policy,EN
SA_0000001694_ARCHIVED,Sectors represented in national alcohol policy,EN
RSUD_67,Commencement of treatment with opioid agonists,EN
RSUD_69,Pharmacotherapy used for the management of benzodiazepine withdrawal,EN
RSUD_7,Psychoactive substance causing entry into treatment,EN
RSUD_700,Employment services for alcohol use disorders,EN
TOBACCO_0000000361,Access to a toll-free quit line,EN
TOBACCO_0000000364,Smoking cessation support is available in offices of health professionals,EN
TOBACCO_0000000366,Smoking cessation support is available in other settings,EN
TOBACCO_0000000367,Nicotine replacement therapy - legally sold,EN
TOBACCO_0000000368,Nicotine replacement therapy - place available,EN
SA_0000001770,Regular reports from national monitoring systems,EN
SA_0000001771,Comprehensive and regular reporting of alcohol situation,EN
SA_0000001772,Clinical guidelines for brief interventions,EN
SA_0000001772_ARCHIVED,Clinical guidelines for brief interventions,EN
SA_0000001773,National surveys on adult alcohol consumption,EN
SA_0000001775,National surveys on heavy espisodic drinking,EN
SA_0000001777,Data collected on harm from alcohol at workplace,EN
SA_0000001777_ARCHIVED,Data collected on harm from alcohol at workplace,EN
SA_0000001781_ARCHIVED,"15-years old any alcoholic beverage consumed in past 12 months, (%)",EN
SA_0000001782,"15-years old first drink at 13 years or younger, (%)",EN
SA_0000001784,"15-years old, any alcoholic beverage consumed at least once a week, (%)",EN
SA_0000001786,"13-15-years old any alcoholic beverage consumed in past 30 days, (%)",EN
SA_0000001690,"Age-standardized death rates, cerebrovascular disease, per 100,000",EN
SA_0000001691,Central coordinating entity for alcohol policy implementation,EN
SA_0000001694,Sectors represented in national alcohol policy,EN
SA_0000001695_ARCHIVED,"Cautions and arrests for public drunkenness, per 100,000 population",EN
SA_0000001786_ARCHIVED,"13-15-years old any alcoholic beverage consumed in past 30 days, (%)",EN
SA_0000001790,National drinking guidelines,EN
SA_0000001791,Graduated licensing,EN
SA_0000001793,"Penalties for drink driving, repeated offense",EN
SA_0000001795,Licensing required for imports of alcoholic beverages,EN
SA_0000001797,"Licenses issued for production, change since 2010",EN
SA_0000001802,Monopoly on wholesale /distribution of alcoholic beverages,EN
SA_0000001806,Legal requirement for size of health warning labels,EN
TOBACCO_0000000392,Health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale,EN
TOBACCO_0000000395,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,EN
SA_0000001696_ARCHIVED,Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities),EN
SA_0000001697_ARCHIVED,"Adopted written national policy on alcohol, year adopted",EN
SA_0000001699_ARCHIVED,Age limits off-premise sales,EN
SA_0000001702,Brief interventions as health promotion/disease prevention,EN
TOBACCO_0000000365,Smoking cessation support is available in the community,EN
TOTENV_11,Deaths attributable to the environment in children under 5 years (%),EN
TOTENV_5,Deaths attributable to the environment (%),EN
TOBACCO_0000000371,Varenicline - legally sold,EN
TOBACCO_0000000389,Number of health warnings approved by the law for other smoked tobacco packaging,EN
TOBACCO_0000000390,Health warnings on other smoked tobacco packaging must be rotated,EN
TOBACCO_0000000393,Health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health,EN
TOBACCO_0000000505,Year of survey of youth,EN
SA_0000001781,"15-years old any alcoholic beverage consumed in past 12 months, (%)",EN
SA_0000001789,Alcohol-related crimes (% of all crimes),EN
TOTENV_1,Deaths attributable to the environment,EN
TOTENV_6,Disability-adjusted life years (DALYs) attributable to the environment (%),EN
TOTENV_70,Total environment attributable deaths in children under 5 years,EN
TOTENV_8,Total environment  attributable deaths per 100'000 children under 5 years,EN
u5mr,Under-five mortality rate (deaths per 1000 live births),EN
UHC_AVAILABILITY_SCORE,Primary data availability for UHC Service Coverage Index (SDG 3.8.1) (%),EN
UHC_IHR,Compliance with international health regulations,EN
UHC_SCI_NCD,UHC Service Coverage sub-index on noncommunicable diseases,EN
UHC_TB_DT,Tuberculosis detection and treatment,EN
SA_0000001794,Licensing required for exports of alcoholic beverages,EN
SA_0000001800,Monopoly on exports of alcoholic beverages,EN
SA_0000001805,Health warning labels on drink-driving,EN
SA_0000001808,"Alcohol-attributable fractions (15+), cancer deaths",EN
SA_0000001812,Report with data from health services on alcohol use and AUDs,EN
SA_0000001814,Taxation of ethanol production,EN
SA_0000001816,Tax incentives for production low/no alcohol content beer,EN
SA_0000001817,Tax incentives for production of other alcoholic beverages,EN
SA_0000001819,Heavy episodic drinking (youth 15 -19 years) past 30 days (%),EN
RSUD_500,Registration of medications for opioid withdrawal,EN
RSUD_51,Methadone used for the treatment of opioid dependence,EN
RSUD_520,Availability of naloxone,EN
RSUD_540,Screening and brief intervention for substance use in antenatal services,EN
RSUD_550,Recommendations for screening and brief interventions for substance use in primary health care,EN
RSUD_56,Buprenorphine/naloxone used for the treatment of opioid dependence,EN
RSUD_570,Groups and agencies involved in prevention programs,EN
RSUD_60,Buprenorphine/naloxone provision in clinical and community-based settings,EN
RSUD_61,Supervision requirements for methadone administration,EN
RSUD_610,Prevention programmes for specific populations for drugs,EN
RSUD_620,"HIV, Hepatitis counselling and treatment availability in specialized facilities and services",EN
RSUD_66,Prescription requirements for buprenorphine/naloxone,EN
RSUD_690,Special housing services for drug use disorders,EN
TOBACCO_0000000363,Smoking cessation support is available in health clinics or other primary care facilities,EN
TOBACCO_0000000369,Bupropion - legally sold,EN
SA_0000001548,Excise tax as a per cent of the total retail price for 1 litre of pure alcohol,EN
SA_0000001549_ARCHIVED,Duty paid or excise stamp on alcohol container,EN
SA_0000001551,Value-added tax (VAT) on alcohol (%),EN
SA_0000001647,Awareness activities,EN
SA_0000001649,National drinking guidelines,EN
SA_0000001680,Perceived trend in production,EN
SA_0000001681,Perceived trend in imports,EN
SA_0000001693,Level of adoption of national alcohol policy,EN
SA_0000001696,Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities),EN
SA_0000001697,"Adopted written national policy on alcohol, year adopted",EN
SA_0000001706,National treatment policy for alcohol use disorders,EN
SA_0000001713,Interventions/projects actively involving young people and civil society,EN
SA_0000001717,Prevention/counselling at workplaces for those with alcohol problems,EN
SA_0000001705,System for monitoring alcohol-related harm,EN
SA_0000001710,Public-funded alcohol research/monitoring programmes,EN
SA_0000001711,"Public funds designated for alcohol research/monitoring programmes, in Euros",EN
UHC_INDEX_ACTUAL,Index of Essential Service Coverage (Actual),EN
UHC_INDEX_REPORTED,UHC Service Coverage Index (SDG 3.8.1),EN
UHC_NCD_NONELEVBP,Prevalence of non-elevated blood pressure (%),EN
WHS10_7,Number of national population surveys -  adult health,EN
WHS10_8,Civil registration coverage of cause-of-death (%),EN
WHS2_126,Distribution of years of life lost by major cause group,EN
UHC_TOBACCONO,Prevalence of non-use of tobacco,EN
UNICEF_ORS,Children aged <5 years with diarrhoea receiving ORS (%),EN
UNICEF_PNCNEWBORN,Proportion of newborns who have postnatal contact with a health provider within 2 days of delivery (%),EN
UV_3,UV radiation attributable DALYs ('000),EN
UV_5,UV radiation attributable DALYs per 100'000 capita,EN
VIOLENCE_CHILD_EMOTIONAL,Lifetime prevalence of child emotional abuse (%),EN
VIOLENCE_CHILD_PHYSICAL,Lifetime prevalence of child physical abuse (%),EN
VIOLENCE_CHILD_SEXUAL,Lifetime prevalence of child sexual abuse (%),EN
SA_0000001709,National surveys on drink-driving,EN
WHS2_161,Age-standardized mortality rate by cause (per 100 000 population) - Cardiovascular,EN
WHS2_171,Distribution of causes of death among children aged <5 years (%) - Other diseases,EN
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,EN
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,EN
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,EN
WHS3_42,Japanese encephalitis - number of reported cases,EN
WHS3_45,Number of new leprosy cases,EN
SA_0000001811,Report with epidemiological data on lcohol use and AUDs,EN
SA_0000001815,Ethanol tax deducted from excise tax,EN
SA_0000001818,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption, projections",EN
SA_0000001821_ARCHIVED,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI",EN
WHS2_138,Deaths due to HIV/AIDS (per 100 000 population),EN
SA_0000001823_ARCHIVED,"Alcohol, tourist consumption (in litres of pure alcohol)",EN
SA_0000001824,"Alcohol, regional alcohol per capita (15+) consumption (in litres of pure alcohol)",EN
SA_0000001827,"Regional prevalence, AAFs (15+), cancer",EN
SA_0000001829,Average price 500 mls Beer in US$,EN
SA_0000001830,Average price 750 mls Wine in US$,EN
sba5,Births attended by skilled health personnel (in the five years preceding the survey) (%),EN
WHS2_166,Distribution of causes of death among children aged <5 years (%) - Injuries,EN
WHS2_167,Distribution of causes of death among children aged <5 years (%) - Diarrhoea,EN
WHS2_168,Distribution of causes of death among children aged <5 years (%) - Measles,EN
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,EN
UV_1,UV radiation,EN
uweight3,Underweight prevalence in children aged < 3 years (%),EN
uweight5,Underweight prevalence in children aged < 5 years (%),EN
VIOLENCE_BULLIED,"Bullied, past 30 days (%)",EN
VIOLENCE_EXTENTIMP_CHILDPROTECTION,Extent of implementation of child protection services,EN
VIOLENCE_EXTENTIMP_ELDERCAREGIVER,Elder abuse: Extent of implementation  of caregiver-support programmes,EN
VIOLENCE_EXTENTIMP_PARTNERVIOLPREVENTION,Intimate partner violence: Extent of implementation  of dating violence prevention programmes,EN
vita,Children aged 6-59 months who received vitamin A supplementation (%),EN
W1_HW_law_B,Law mandates that health warnings appear on other smoked tobacco packages,EN
SA_0000001821,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol), three-year average",EN
SA_0000001823,"Alcohol, tourist consumption (in litres of pure alcohol), three-year average",EN
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",EN
SDGCONFLICT,Estimated direct deaths from major conflicts (per 100 000 population),EN
SDGHIV,New HIV infections (per 1000 uninfected population),EN
SDGMALARIA,Malaria incidence (per 1 000 population at risk),EN
SDGOOP,Out-of-pocket expenditure as a percentage of total expenditure on health,EN
SDGPM25,Concentrations of fine particulate matter (PM2.5),EN
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",EN
WHS3_40,Cholera - number of reported cases,EN
WHS3_43,Pertussis - number of reported cases,EN
WHS3_46,Total tetanus - number of reported cases,EN
WHS3_52,Plague - number of reported cases,EN
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),EN
WHS4_106,Care-seeking for children with symptoms of acute respiratory infection (%),EN
WHS4_111,Antenatal care coverage - at least one visit (%),EN
SA_0000001820,"Heavy episodic drinking (youth 15 -19 years), drinkers only, past 30 days (%)",EN
SA_0000001822_ARCHIVED,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",EN
SA_0000001825,"Regional prevalence, AAFs (15+), liver cirrhosis deaths (%)",EN
SA_0000001828,"Regional prevalence, AAFs ,all-cause deaths (%)",EN
sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),EN
UV_4,UV radiation attributable deaths per 100'000 capita,EN
VIOLENCE_CHILD_NEGLECT,Lifetime prevalence of child physical neglect (%),EN
VIOLENCE_EXTENTIMP_ALLTYPES,Extent of implementation of  mental health services for victims of all types of violence,EN
VIOLENCE_PHYSICAL_FIGHTING,"Physical fighting, past 12 months (%)",EN
W_Group,Warning about the dangers of tobacco,EN
W10_graphic_B,Do the health warnings on other smoked tobacco packaging include a photograph or graphic?,EN
W10_graphic_C,Do the health warnings on smokeless tobacco packaging include a photograph or graphic?,EN
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",EN
SDG_SH_STA_SCIDEN,Number of suicide deaths,EN
SA_0000001698,"Adopted written national policy on alcohol, year revised",EN
SA_0000001698_ARCHIVED,"Adopted written national policy on alcohol, year revised",EN
SA_0000001700,Consumer information on alcohol and health at points of sale,EN
SA_0000001701,Educational programmes involving target groups in school curriculum,EN
SA_0000001703,Server training on a regular basis,EN
TOBACCO_0000000372,Varenicline - place available,EN
TOBACCO_0000000391,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,EN
TOBACCO_0000000396,Health warnings on other smoked tobacco packaging must include a photograph or graphic,EN
TOBACCO_0000000506,Representativeness of youth survey,EN
TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),EN
SDGCODCOMPLETENESS,Completeness of cause-of-death data (%),EN
SDGHIV1524,New HIV infections among adults 15-24 years old (per 1000 uninfected population),EN
SA_0000001784_ARCHIVED,"15-years old, any alcoholic beverage consumed at least once a week, (%)",EN
SA_0000001787_ARCHIVED,"13-15-years old first drink before age 14, (%)",EN
SA_0000001799,"Licenses issued for wholesale/distribution, change since 2010",EN
SA_0000001804,Health warning labels on under-age drinking,EN
SA_0000001807,"Cancer, age-standardized death rates (15+), per 100,000 population",EN
SA_0000001707,Persons with alcohol use disorders receiving treatment (%),EN
SA_0000001708,Designation of alcohol tax revenues to health services,EN
WHS3_47,Meningitis - number of reported cases,EN
WHS3_51,H5N1 influenza - number of reported cases,EN
WHS3_55,Congenital Rubella Syndrome - number of reported cases,EN
SA_0000001712,Community-based interventions/projects involving stakeholders,EN
SA_0000001714,Training in screening and brief interventions for alcohol problems,EN
SA_0000001715,Counselling to children in families with alcohol problems,EN
SA_0000001716,Counselling to pregnant women with alcohol problems,EN
WHS10_9,Ill-defined causes in cause-of-death registration (%),EN
VIOLENCE_EXTENTIMP_CHILDHOMEVISIT,Child maltreatment: Extent of implementation of home-visiting programmes,EN
W11_outside_pack_A,Do health warnings appear on each cigarette package and any outside packaging and labelling used in the retail sale?,EN
WHS4_543,BCG immunization coverage among 1-year-olds (%),EN
WHS3_49,Poliomyelitis - number of reported cases,EN
WHS3_522,Number of reported cases of tuberculosis,EN
WHS3_53,Mumps - number of reported cases,EN
WHS4_107,Children aged <5 years with diarrhoea receiving ORT (%),EN
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),EN
WHS4_154,Antenatal care coverage - at least four visits (%),EN
WHS5_512,Population using solid fuels (%),EN
WHS6_101,Median availability of selected generic medicines (%) - Private,EN
WHS6_123,Number of dentistry personnel,EN
WHS6_127,Number of nursing and midwifery personnel,EN
WHS6_150,Community health workers density (per 10 000 population),EN
WHS6_517,Number of pharmaceutical personnel,EN
WHS6_518,Number of environment and public health workers,EN
WHS6_519,Density of pharmaceutical personnel (per 10 000 population),EN
WHS7_113,General government expenditure on health as a percentage of total government expenditure,EN
SE_G23_MATH,Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics (%),EN
SG_DMK_SRCR_FN_ZS,"Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (%)",EN
WHS4_111_AGE1519,"Antenatal care coverage - at least one visit, among girls aged 15-19 (%)",EN
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),EN
SDGTOBACCO,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,EN
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),EN
SE_G23_RDG,Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading (%),EN
SE_PRM_MATH,Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics (%),EN
SDGODA01,"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country",EN
SDGODA02,"Official development assistance for medical research and basic health sectors as a percentage of GNI (%), by donor country",EN
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),EN
SDGROADAGE,Age-standardized road traffic  mortality (per 100 000 population),EN
SDGSHP,Skilled health professionals density (per 10 000 population),EN
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),EN
WHS2_152,Deaths due to malaria (per 100 000 population),EN
WHS2_160,Age-standardized mortality rate by cause (per 100 000 population) - Cancer,EN
WHS2_164,Distribution of causes of death among children aged <5 years (%) - Malaria,EN
WHS2_165,Distribution of causes of death among children aged <5 years (%) - Pneumonia,EN
TOTENV_9,Total environment attributable DALYs ('000) in children under 5 years,EN
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,EN
UNICEF_PNCMOTHER,Women age 15-49 years who received a health check within 2 days after delivery of their most recent live birth in the last 2 years (%),EN
UV_2,UV radiation attributable deaths,EN
SA_0000001809,National system of epidemiological data collection for alcohol use,EN
SA_0000001810,National system of data collection based on health service delivery,EN
SA_0000001813,National organization for monitoring alcohol,EN
SA_0000001822,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI",EN
SA_0000001826,"Regional prevalence, AAFs (15+), road traffic crash deaths (%)",EN
SE_PRM_RDNG,Proportion of children at the end of primary achieving at least a minimum proficiency level in reading (%),EN
SHS_2,Percentage of women (15+ years) exposed to second-hand smoke,EN
SHS_3,Percentage of men (15+ years) exposed to second-hand smoke,EN
SHS_4,Second-hand smoke attributable deaths,EN
SHS_6,Second-hand smoke attributable deaths per 100'000 capita,EN
W11_outside_pack_C,Do health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale?,EN
W12_imports_dutyfree_B,Health warnings on other smoked tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,EN
W13_ind_liability_C,Health warnings on smokeless tobacco packaging do not remove or diminish the liability of the tobacco industry,EN
SA_0000001831,Average price 500 mls Spirits in US$,EN
WHS2_170,Distribution of causes of death among children aged <5 years (%) - HIV/AIDS,EN
WHS2_174,Distribution of years of life lost by broader causes (%) - Injuries,EN
WHS3_41,Diphtheria - number of reported cases,EN
SG_REG_BRTH,Proportion of children under 5 years of age whose births have been registered with a civil authority,EN
SG_REG_CENSUS,Proportion of countries that have conducted at least one population and housing census in the last 10 years (%),EN
SG_REG_CENSUSN,Number of countries that have conducted at least one population and housing census in the last 10 years,EN
